p;ingresopcf;housingQ;Wlocation;ToiletDrain;ToiletShare;HHschooling;Wsource;ToiletFacility;children;OlderAdults;ActiveMembers;Overcrowding;WorkingHours;bToiletLoc;Hlandfill;Hfloodplain;Hshanty;kitchen;laundry;garage;bCookingFuel;MonetaryAids;GoodsAids;OtherAids;HHgender;MedicalCov;HHemployed;pondera;bWlocation;iv3;biv3;iv4;iv4new;biv5;bWsource;ToiletLoc;bToiletFacility;CookingFuel;bToiletShare
0;12500;1;1;1;1;2;1;1;0;0;4;1.33;28;1;1;1;1;1;1;1;1;1;1;1;0;1;1;145;1;1;1;3;3;1;1;1;1;1;1
0;12500;1;1;1;1;3;1;1;0;1;0;1;24;1;0;0;1;1;0;0;1;1;1;1;1;1;1;282;1;1;1;9;9;1;1;1;1;1;1
0;8000;1;1;1;1;4;1;1;0;2;0;0.5;0;1;1;1;1;0;0;1;1;1;1;1;0;1;0;135;1;1;1;1;1;1;1;1;1;1;1
0;9666.67;1;1;1;1;5;1;1;0;0;3;1.5;50;1;0;1;1;1;1;0;1;1;1;1;0;1;1;81;1;1;1;2;2;1;1;1;1;1;1
0;10100;1;1;1;1;4;1;1;0;0;2;0.67;66;1;1;1;1;1;1;1;1;1;1;1;0;1;1;382;1;1;1;3;3;1;1;1;1;1;1
0;6400;1;1;2;1;2;2;1;0;1;1;0.67;20;1;1;0;1;1;0;0;0;1;1;1;1;1;1;43;1;1;1;1;1;1;0;1;1;2;1
1;3933.33;2;1;2;1;2;1;1;0;0;3;1.5;45;1;0;1;1;1;0;0;0;1;1;1;1;1;1;279;1;2;0;2;2;1;1;1;1;2;1
0;8860;1;1;1;1;6;1;1;2;0;3;1;30;1;1;1;1;1;0;1;1;1;1;1;1;1;1;389;1;1;1;2;2;1;1;1;1;1;1
0;3850;1;1;3;1;4;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;1;1;1;0;1;0;369;1;1;1;2;2;1;1;1;1;2;1
0;6250;1;1;2;1;2;2;1;0;0;4;1.33;0;1;1;0;1;1;1;0;1;1;1;1;0;1;0;43;1;1;1;2;2;1;0;1;1;1;1
0;6300;1;1;3;1;1;1;1;0;0;1;0.33;0;1;1;0;1;1;1;0;1;1;1;0;1;1;0;389;1;1;1;4;4;1;1;1;1;1;1
0;36000;1;1;1;1;1;1;1;0;0;2;1;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;32;1;1;1;3;3;1;1;1;1;1;1
0;18375;1;1;1;1;6;1;1;0;0;4;1;24;1;1;1;1;1;1;1;1;1;1;1;0;1;1;24;1;1;1;2;2;1;1;1;1;1;1
0;7500;1;1;1;1;1;1;1;0;1;0;0.5;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;232;1;1;1;1;1;1;1;1;1;1;1
1;495;1;1;1;1;4;1;1;1;0;1;0.67;0;1;1;1;1;1;1;0;1;0;1;1;1;0;0;229;1;1;1;9;9;1;1;1;1;1;1
0;8333.33;2;1;1;1;2;1;1;2;0;4;0.75;40;1;1;1;1;1;1;0;0;1;1;1;0;1;1;275;1;2;0;2;2;1;1;1;1;2;1
0;9750;1;1;1;1;6;1;1;2;0;2;1.33;32;1;1;1;1;1;0;0;1;1;1;1;0;1;1;36;1;1;1;1;1;1;1;1;1;1;1
0;6400;1;1;1;1;1;1;1;0;2;0;0.67;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;366;1;1;1;2;2;1;1;1;1;1;1
0;5000;3;1;1;1;6;2;1;0;0;4;2;16;1;0;1;0;1;0;0;1;1;1;1;1;1;1;313;1;1;1;4;4;0;0;1;1;1;1
0;7800;1;1;1;1;3;1;1;0;2;0;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;54;1;1;1;3;3;1;1;1;1;1;1
0;7166.67;1;1;1;1;2;2;1;0;0;6;2;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;313;1;1;1;1;1;1;0;1;1;1;1
0;10875;1;1;1;1;6;1;1;2;0;2;1;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;366;1;1;1;4;4;1;1;1;1;1;1
0;15000;1;1;1;1;3;1;1;0;1;0;0.33;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;54;1;1;1;4;4;1;1;1;1;1;1
1;3925;1;1;2;1;2;1;1;0;0;4;1.33;40;1;1;0;1;1;1;1;1;0;1;1;0;0;1;371;1;1;1;2;2;1;1;1;1;1;1
0;4896.67;1;1;1;1;4;1;1;0;1;5;1.5;16;1;1;0;1;1;1;1;1;1;1;1;1;1;1;334;1;1;1;3;3;1;1;1;1;1;1
0;13000;2;1;1;1;4;1;1;0;0;1;0.5;57;1;1;1;1;1;0;0;1;1;1;1;1;1;1;103;1;1;1;1;1;0;1;1;1;1;1
0;5550;1;1;2;1;5;1;1;0;0;2;1;66;1;1;0;1;1;0;1;1;0;1;1;1;0;1;46;1;1;1;2;2;1;1;1;1;1;1
0;8200;1;1;2;1;2;1;1;0;0;3;1;35;1;1;1;1;0;1;0;1;1;1;1;0;1;1;198;1;1;1;1;1;1;1;1;1;1;1
0;5450;2;1;1;1;2;1;1;2;1;3;2;72;1;1;1;1;1;1;0;1;0;1;1;0;0;1;382;1;1;1;3;3;0;1;1;1;1;1
0;10000;2;1;2;1;6;1;1;2;0;2;2;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;133;1;2;0;3;3;1;1;1;1;1;1
0;6600;2;1;2;1;2;2;1;0;1;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;1;0;480;1;2;0;2;2;1;0;1;1;1;1
1;4066.67;1;1;1;1;2;1;1;0;2;1;1.5;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;183;1;1;1;1;1;1;1;1;1;1;1
0;12000;1;1;1;1;6;1;1;0;1;0;0.2;0;1;1;1;1;1;1;0;1;1;1;0;1;1;0;483;1;1;1;3;3;1;1;1;1;1;1
1;3200;1;1;2;1;2;2;1;0;1;1;1;0;1;1;0;1;1;0;0;0;1;1;1;1;0;0;20;1;1;1;4;4;1;0;1;1;2;1
0;21200;1;1;1;1;6;1;1;0;2;0;0.5;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;343;1;1;1;3;3;1;1;1;1;1;1
0;5750;1;1;1;1;4;1;1;0;0;4;1.33;30;1;1;1;0;1;0;0;1;1;1;0;0;0;1;337;1;1;1;2;2;1;1;1;1;1;1
0;5440;1;1;1;1;3;1;1;0;1;4;1.67;48;1;1;0;1;1;0;0;1;0;1;1;0;1;1;368;1;1;1;2;2;1;1;1;1;1;1
1;3000;3;1;2;1;2;1;2;0;0;2;1;0;1;0;0;1;1;0;0;0;1;1;1;1;0;0;251;1;2;0;4;4;0;1;1;0;2;1
0;3000;1;1;1;1;4;1;1;5;0;2;3.5;0;1;1;0;1;1;0;0;0;1;1;1;1;1;0;147;1;1;1;4;4;1;1;1;1;2;1
1;2575;2;1;1;1;4;1;1;1;1;2;1.33;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;79;1;1;1;2;2;0;1;1;1;1;1
0;13000;1;1;1;1;5;1;1;0;0;4;0.8;48;1;1;0;1;1;1;1;1;1;1;1;0;1;1;17;1;1;1;2;2;1;1;1;1;1;1
0;5450;4;1;2;1;1;2;1;0;0;2;1;0;1;1;0;1;1;0;1;1;1;1;1;0;1;0;62;1;1;1;6;6;1;0;1;1;1;1
1;2066.67;3;1;3;3;3;1;2;0;0;3;1.5;72;0;1;1;1;1;0;0;0;1;1;1;1;0;1;221;1;1;1;4;4;0;1;2;0;2;0
0;7300;3;3;1;3;2;1;2;0;1;1;1;48;0;1;1;1;1;0;0;0;1;1;1;0;1;1;356;0;1;1;5;5;0;1;2;0;2;0
0;5600;1;1;1;1;4;1;1;0;0;3;1.5;18;1;1;0;1;1;0;0;1;1;1;1;0;1;1;465;1;1;1;2;2;1;1;1;1;1;1
0;31500;1;1;1;1;6;1;1;0;1;0;0.33;0;0;1;1;1;1;0;0;1;1;1;1;1;1;0;64;1;1;1;3;3;1;1;2;1;1;1
0;30000;1;1;1;1;6;1;1;0;1;0;0.5;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;247;1;1;1;2;2;1;1;1;1;1;1
0;3800;3;1;3;1;2;1;1;0;0;1;0.5;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;153;1;1;1;4;4;0;1;1;1;1;1
0;7680;1;1;1;1;4;1;1;1;0;4;1.25;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;234;1;1;1;2;2;1;1;1;1;1;1
0;5840;1;1;1;1;1;1;1;2;1;2;1.25;84;1;1;1;1;1;0;0;1;1;1;1;1;1;1;235;1;1;1;2;2;1;1;1;1;1;1
0;16500;1;1;1;1;6;1;1;0;0;1;0.5;35;1;1;1;1;1;1;0;1;1;1;1;1;1;1;247;1;1;1;2;2;1;1;1;1;1;1
0;6750;1;1;1;1;4;1;1;0;0;2;0.67;30;1;1;1;1;1;1;0;1;1;1;1;1;1;1;261;1;1;1;2;2;1;1;1;1;1;1
0;6250;1;1;1;1;3;1;1;2;0;2;1.33;66;1;1;1;1;1;0;0;1;1;1;1;0;1;1;246;1;1;1;1;1;1;1;1;1;1;1
1;3066.67;3;2;2;1;2;1;2;1;0;2;3;40;1;1;1;1;1;0;0;0;0;1;1;0;1;1;221;0;2;0;4;4;0;1;1;0;2;1
0;10260;3;1;1;1;4;1;1;0;1;4;2.5;72;1;1;1;1;1;1;0;1;1;1;1;0;1;1;246;1;1;1;4;4;0;1;1;1;1;1
0;4000;1;1;2;1;1;1;1;1;0;2;1.5;10;1;0;0;1;1;1;0;0;1;1;1;1;0;1;170;1;1;1;2;2;1;1;1;1;2;1
0;5800;1;1;1;1;2;1;1;0;1;0;0.5;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;241;1;1;1;2;2;1;1;1;1;1;1
0;12400;1;1;1;1;1;1;1;0;1;0;0.5;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;323;1;1;1;1;1;1;1;1;1;1;1
1;2750;1;1;2;2;3;1;1;1;0;3;2;0;0;1;1;1;1;1;0;0;0;1;1;1;0;0;40;1;1;1;1;1;1;1;2;1;2;0
0;11000;1;1;1;1;5;1;1;0;0;2;1;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;64;1;1;1;2;2;1;1;1;1;1;1
0;15000;1;1;2;1;2;1;1;0;0;1;0.33;30;1;1;1;1;1;1;1;0;1;1;1;0;1;1;403;1;1;1;4;4;1;1;1;1;2;1
1;4000;2;1;2;1;2;1;1;0;0;1;0.25;0;1;1;1;1;1;1;0;0;1;1;1;0;1;1;252;1;2;0;4;4;1;1;1;1;2;1
1;2685.71;2;1;2;1;2;2;2;1;0;6;1.75;0;1;1;0;1;1;0;0;0;0;1;1;1;1;0;58;1;2;0;1;1;1;0;1;0;2;1
0;5160;1;1;1;1;1;1;1;0;0;5;1.25;0;1;1;1;1;1;0;1;0;1;1;1;0;1;0;146;1;1;1;2;2;1;1;1;1;2;1
0;6000;1;1;1;1;2;1;1;0;0;1;0.5;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;83;1;1;1;1;1;1;1;1;1;1;1
0;10500;1;1;1;1;2;1;1;0;0;6;1.2;40;1;1;0;1;1;0;0;0;0;1;1;0;1;1;420;1;1;1;9;9;1;1;1;1;2;1
1;2712.5;1;1;1;1;4;1;1;2;0;2;2;0;1;1;1;1;1;1;0;1;0;1;1;1;0;0;318;1;1;1;1;1;1;1;1;1;1;1
0;18333.3;1;1;2;1;5;2;1;0;1;2;0.75;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;459;1;1;1;4;4;1;0;1;1;1;1
1;1980;1;1;2;1;4;2;1;2;0;3;1.67;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;459;1;1;1;2;2;1;0;1;1;1;1
0;8400;1;1;1;1;6;2;1;0;0;2;0.67;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;232;1;1;1;1;1;1;0;1;1;1;1
1;1700;1;1;1;1;3;1;1;2;0;3;1.67;5;1;1;1;1;1;1;0;1;1;1;1;0;1;1;113;1;1;1;1;1;1;1;1;1;1;1
0;6000;3;1;2;1;1;1;2;0;0;1;0.5;44;1;0;0;1;1;0;0;0;1;1;1;0;0;1;248;1;2;0;4;4;0;1;1;0;2;1
0;5750;1;1;2;1;4;1;1;0;0;4;1.33;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;101;1;1;1;2;2;1;1;1;1;1;1
0;10000;1;1;1;1;3;1;1;0;0;1;0.5;20;1;1;1;1;1;0;1;0;1;1;1;0;0;1;185;1;1;1;4;4;1;1;1;1;2;1
0;9300;1;1;1;1;4;1;1;0;1;0;0.5;45;1;1;1;1;1;1;0;1;1;1;0;1;1;1;116;1;1;1;2;2;1;1;1;1;1;1
1;360;2;1;3;1;3;1;2;2;0;3;2.5;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;420;1;2;0;4;4;1;1;1;0;2;1
0;8333.33;1;1;1;1;6;1;1;1;0;2;0.75;60;1;1;1;1;1;0;1;1;1;1;1;0;1;1;484;1;1;1;3;3;1;1;1;1;1;1
0;13000;1;1;1;1;2;1;1;0;0;2;0.67;50;1;1;1;1;1;1;0;1;1;1;1;0;1;1;163;1;1;1;2;2;1;1;1;1;1;1
0;4700;3;1;3;1;2;2;1;0;0;2;0.5;0;1;1;0;1;1;0;0;1;1;1;1;1;1;0;216;1;2;0;4;4;0;0;1;1;1;1
1;2133.33;4;1;2;1;2;2;1;0;1;2;0.75;0;1;0;0;1;1;1;0;1;1;1;1;0;1;0;216;1;2;0;6;6;0;0;1;1;1;1
0;6500;1;1;3;1;4;1;1;2;0;2;1.33;46;1;1;1;1;1;1;0;1;1;1;1;0;1;1;87;1;1;1;3;3;1;1;1;1;1;1
0;5000;1;1;1;1;2;1;1;0;0;2;0.67;32;1;1;1;1;1;0;0;1;1;1;1;0;1;1;182;1;1;1;1;1;1;1;1;1;1;1
0;14750;1;1;3;1;3;1;1;1;0;3;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;0;87;1;1;1;9;9;1;1;1;1;1;1
1;2666.67;3;1;1;1;4;1;1;1;1;1;0.75;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;297;1;1;1;4;4;0;1;1;1;1;1
0;7225;1;1;2;1;5;2;1;2;0;2;2;40;1;1;0;1;1;0;1;0;1;1;1;0;1;1;426;1;1;1;2;2;1;0;1;1;2;1
1;2333.33;2;1;2;1;3;2;1;2;0;4;1.5;96;1;1;0;1;1;1;0;0;1;1;1;0;1;1;43;1;2;0;4;4;1;0;1;1;2;1
0;16500;1;1;3;1;4;2;1;0;0;2;0.5;48;1;1;1;1;1;0;0;1;1;1;1;0;1;1;442;1;1;1;2;2;1;0;1;1;1;1
0;4500;1;1;3;1;3;1;1;2;0;2;1.33;40;1;1;1;1;1;0;0;0;0;1;1;0;0;1;226;1;1;1;4;4;1;1;1;1;2;1
0;7500;1;1;2;1;2;2;1;0;0;2;0.67;44;1;0;1;1;1;1;1;1;1;1;1;0;0;1;269;1;1;1;4;4;1;0;1;1;1;1
0;3750;1;1;2;1;5;2;1;2;0;2;1;60;1;1;1;1;1;0;1;1;1;1;1;0;1;1;269;1;1;1;2;2;1;0;1;1;1;1
1;3043.33;1;1;2;1;2;2;1;2;0;7;2.25;45;1;1;1;1;1;0;0;0;0;1;1;0;1;1;38;1;1;1;4;4;1;0;1;1;2;1
0;20000;1;1;1;1;3;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;0;81;1;1;1;4;4;1;1;1;1;1;1
0;16000;1;1;2;1;4;1;1;0;0;2;1;44;1;1;1;1;1;1;0;1;1;1;1;1;1;1;398;1;1;1;3;3;1;1;1;1;1;1
1;1666.67;1;1;2;1;4;2;1;1;0;2;1;24;1;1;0;1;1;1;1;0;0;1;1;1;0;1;269;1;1;1;2;2;1;0;1;1;2;1
0;15333.3;1;1;3;1;4;1;1;1;0;2;0.75;45;1;1;1;1;1;1;1;1;1;1;1;0;1;1;158;1;1;1;2;2;1;1;1;1;1;1
0;25000;1;1;2;1;2;2;1;0;0;2;0.67;60;1;1;1;1;1;1;1;1;1;1;1;0;1;1;452;1;1;1;2;2;1;0;1;1;1;1
0;13500;1;1;2;1;4;2;1;1;0;4;1.67;48;1;1;1;1;1;0;0;0;1;1;1;0;1;1;490;1;1;1;2;2;1;0;1;1;2;1
0;4000;1;1;1;1;5;1;1;2;0;2;1.33;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;483;1;1;1;3;3;1;1;1;1;1;1
0;29000;1;1;1;1;2;1;1;0;1;0;0.33;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;25;1;1;1;1;1;1;1;1;1;1;1
0;5266.67;1;1;2;1;2;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;153;1;1;1;2;2;1;1;1;1;1;1
0;5566.67;1;1;1;1;7;1;1;0;2;1;0.75;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;469;1;1;1;2;2;1;1;1;1;1;1
0;9900;1;1;1;1;3;1;1;0;1;0;0.33;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;157;1;1;1;4;4;1;1;1;1;1;1
0;14000;1;1;1;1;2;1;1;0;1;0;0.33;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;129;1;1;1;9;9;1;1;1;1;1;1
0;13250;1;1;1;1;4;1;1;0;0;4;1;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;131;1;1;1;3;3;1;1;1;1;1;1
0;5500;1;1;2;1;3;2;1;0;0;1;0.33;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;397;1;1;1;4;4;1;0;1;1;1;1
1;5000;2;1;1;1;4;1;1;0;0;2;0.67;48;1;1;1;1;1;0;0;0;1;1;1;1;1;1;89;1;2;0;2;2;1;1;1;1;2;1
1;1500;2;1;1;1;3;1;1;1;0;1;0.67;7;1;1;1;1;1;1;0;1;1;1;1;1;0;1;235;1;2;0;4;4;1;1;1;1;1;1
0;5860;1;1;1;1;3;1;1;0;0;3;1.5;45;1;1;1;1;1;1;0;1;0;1;1;0;0;1;466;1;1;1;2;2;1;1;1;1;1;1
0;3871.43;1;1;2;1;2;1;1;2;0;5;2.33;16;1;1;1;1;1;1;0;0;1;1;1;0;0;1;291;1;1;1;2;2;1;1;1;1;2;1
1;2000;3;2;2;1;1;2;2;0;0;3;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;219;0;2;0;4;4;0;0;1;0;1;1
0;7500;1;1;1;1;6;1;1;0;0;4;1;32;1;1;1;1;1;0;0;1;1;1;1;1;1;1;356;1;1;1;2;2;1;1;1;1;1;1
1;3528;1;1;3;1;4;1;1;1;0;4;1.25;0;1;1;1;1;1;0;0;1;0;1;1;1;0;0;356;1;1;1;1;1;1;1;1;1;1;1
0;10500;2;1;2;1;5;1;1;0;0;4;1;54;1;1;1;1;1;0;0;1;1;1;1;0;1;1;280;1;1;1;3;3;0;1;1;1;1;1
0;19000;1;1;2;1;6;2;1;0;0;2;0.67;45;1;1;1;1;0;1;0;0;1;1;1;0;1;1;346;1;1;1;3;3;1;0;1;1;2;1
0;9000;1;1;2;1;3;2;1;1;1;3;1.25;0;1;1;1;1;1;0;1;0;1;1;1;0;1;0;215;1;1;1;3;3;1;0;1;1;2;1
0;6666.67;1;1;2;1;6;1;1;0;0;3;1.5;40;1;1;1;1;1;1;1;1;1;1;1;0;1;1;132;1;1;1;1;1;1;1;1;1;1;1
0;3642.86;1;1;1;1;4;1;1;3;0;4;1.75;21;1;1;0;1;1;1;1;1;1;1;1;1;1;1;368;1;1;1;9;9;1;1;1;1;1;1
1;1966.67;1;1;2;1;1;1;1;0;1;2;1.5;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;371;1;1;1;1;1;1;1;1;1;1;1
0;5000;1;1;1;1;6;1;1;2;0;2;0.8;60;1;1;1;1;1;0;0;1;1;1;1;0;1;1;92;1;1;1;9;9;1;1;1;1;1;1
0;7500;1;1;1;1;2;2;1;0;1;3;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;0;195;1;1;1;2;2;1;0;1;1;2;1
1;1166.67;2;1;3;1;2;1;2;1;0;5;3;8;1;1;0;1;1;0;0;0;0;1;1;0;0;1;13;1;2;0;4;4;1;1;1;0;3;1
1;3750;1;1;1;1;4;1;1;1;0;3;2;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;159;1;1;1;1;1;1;1;1;1;1;1
0;43400;1;1;1;1;6;1;1;3;0;2;1;30;1;1;1;1;1;0;1;1;1;1;1;0;1;1;43;1;1;1;2;2;1;1;1;1;1;1
1;2000;3;1;1;1;1;1;1;0;0;1;0.33;108;1;1;1;1;1;0;0;0;1;1;1;1;0;1;89;1;1;1;4;4;0;1;1;1;2;1
0;4380;2;1;1;1;3;1;1;2;0;3;1.67;41;1;1;1;1;1;1;0;1;1;1;1;0;0;1;349;1;1;1;1;1;0;1;1;1;1;1
1;2480;4;1;2;1;2;2;2;1;0;1;0.67;54;1;0;0;1;1;0;0;0;0;1;1;0;0;1;326;1;2;0;6;6;0;0;1;0;2;1
0;13000;1;1;1;1;4;1;1;0;0;2;1;98;1;1;1;1;1;0;1;1;1;1;1;0;1;1;388;1;1;1;1;1;1;1;1;1;1;1
0;8866.67;3;2;3;3;4;2;2;1;0;2;3;50;0;1;1;1;1;0;0;0;1;1;1;0;1;1;471;0;2;0;4;4;0;0;2;0;2;0
1;2000;1;1;2;1;4;1;1;0;2;0;0.4;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;110;1;1;1;2;2;1;1;1;1;2;1
0;3430;3;1;3;1;3;1;2;1;0;1;0.67;18;0;0;1;1;1;0;0;0;0;1;1;1;0;1;277;1;2;0;4;4;0;1;2;0;2;1
0;37500;1;1;1;1;6;1;1;0;0;2;1;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;318;1;1;1;1;1;1;1;1;1;1;1
0;14000;1;1;1;1;6;1;1;0;0;3;0.5;20;1;1;1;1;1;1;1;1;1;1;1;1;1;1;484;1;1;1;3;3;1;1;1;1;1;1
0;7333.33;1;1;2;1;3;2;1;1;0;5;2;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;166;1;1;1;2;2;1;0;1;1;1;1
0;9700;1;1;2;1;3;1;1;0;1;1;0.67;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;107;1;1;1;1;1;1;1;1;1;1;1
0;12000;2;1;2;1;7;1;1;0;1;0;0.33;0;1;0;0;1;1;1;0;1;1;1;1;0;1;0;248;1;1;1;1;1;0;1;1;1;1;1
0;16666.7;1;1;1;1;6;1;1;1;0;2;0.75;50;1;1;1;1;1;0;0;1;1;1;1;0;1;1;379;1;1;1;3;3;1;1;1;1;1;1
0;21625;1;1;1;1;3;1;1;2;0;6;2.67;36;1;1;1;1;1;1;1;1;1;1;1;0;0;1;224;1;1;1;4;4;1;1;1;1;1;1
1;333.33;1;1;1;1;2;1;1;0;0;6;1.5;21;1;1;1;1;1;1;0;1;1;1;1;1;0;1;24;1;1;1;1;1;1;1;1;1;1;1
0;15500;1;1;1;1;5;1;1;0;2;0;0.4;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;161;1;1;1;3;3;1;1;1;1;1;1
0;8100;2;1;1;1;7;1;1;0;2;0;0.4;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;32;1;1;1;3;3;0;1;1;1;1;1
0;5475;2;1;2;1;3;1;1;2;0;2;4;40;1;1;0;0;1;1;1;0;0;1;1;0;0;1;353;1;2;0;4;4;1;1;1;1;2;1
0;5500;3;1;3;1;2;2;1;1;0;3;1.33;54;1;1;1;1;1;0;0;0;1;1;1;0;1;1;369;1;1;1;4;4;0;0;1;1;2;1
0;13400;1;1;1;1;6;1;1;0;1;0;0.2;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;104;1;1;1;2;2;1;1;1;1;1;1
0;9000;1;1;2;1;6;1;1;0;0;4;1.33;32;1;1;1;1;1;0;0;1;1;1;1;0;1;1;46;1;1;1;4;4;1;1;1;1;1;1
1;1640;1;1;3;1;2;1;1;1;0;4;2.5;4;1;1;1;1;1;0;0;0;0;1;1;0;0;1;258;1;1;1;2;2;1;1;1;1;2;1
0;12400;1;1;2;1;4;2;1;0;1;0;0.5;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;456;1;1;1;2;2;1;0;1;1;1;1
0;8000;1;1;1;1;4;1;1;0;0;4;0.5;36;1;1;1;1;1;1;1;1;1;1;1;0;1;1;277;1;1;1;1;1;1;1;1;1;1;1
0;7400;1;1;1;1;1;1;1;0;0;2;2;0;1;1;0;1;1;0;0;1;1;1;1;0;1;0;282;1;1;1;2;2;1;1;1;1;1;1
0;21000;1;1;1;1;6;1;1;0;1;0;0.33;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;207;1;1;1;1;1;1;1;1;1;1;1
0;12300;1;1;1;1;1;1;1;0;1;0;0.5;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;366;1;1;1;2;2;1;1;1;1;1;1
1;3000;3;1;3;1;2;2;1;1;0;2;1;12;1;1;1;1;1;0;0;0;1;1;1;1;0;1;413;1;2;0;4;4;0;0;1;1;2;1
0;4308.33;1;1;2;1;2;1;1;1;0;5;2;40;1;1;1;1;1;1;1;0;0;1;1;0;1;1;120;1;1;1;2;2;1;1;1;1;2;1
0;7600;2;1;3;1;2;1;1;0;2;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;107;1;1;1;2;2;0;1;1;1;1;1
0;7333.33;1;1;1;1;6;1;1;1;0;2;1.5;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;382;1;1;1;2;2;1;1;1;1;1;1
0;3750;2;1;3;1;4;1;2;2;0;2;2;0;1;0;1;1;1;0;0;0;1;1;1;1;1;0;254;1;2;0;2;2;1;1;1;0;2;1
0;8333.33;1;1;2;1;3;1;1;0;0;3;1;40;1;1;1;1;1;1;0;1;1;1;1;1;1;1;46;1;1;1;4;4;1;1;1;1;1;1
0;4300;1;1;2;1;2;2;1;0;0;1;0.5;0;1;1;1;1;1;1;0;1;1;1;0;1;1;0;166;1;1;1;3;3;1;0;1;1;1;1
0;3500;3;1;1;1;4;1;1;3;0;3;3;12;1;1;0;1;1;0;0;0;0;1;1;1;1;1;245;1;2;0;4;4;0;1;1;1;2;1
0;6985;1;1;1;1;2;1;1;0;1;1;0.67;17;1;1;1;1;1;1;0;1;1;1;1;1;1;1;136;1;1;1;3;3;1;1;1;1;1;1
0;14600;1;1;1;1;4;1;1;0;0;3;1;70;1;1;1;1;1;1;1;1;1;1;1;0;1;1;327;1;1;1;2;2;1;1;1;1;1;1
1;4000;1;1;3;1;3;2;1;0;0;4;1.33;45;1;1;1;1;1;1;0;0;1;1;1;0;1;1;474;1;1;1;4;4;1;0;1;1;2;1
0;13000;1;1;1;1;2;1;1;0;1;0;0.25;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;95;1;1;1;9;9;1;1;1;1;1;1
0;4466.67;1;1;2;1;3;2;2;0;0;3;1.5;72;1;1;1;1;1;0;0;0;1;1;1;1;0;1;115;1;1;1;3;3;1;0;1;0;2;1
0;6500;1;1;1;1;2;1;1;0;0;2;0.67;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;95;1;1;1;9;9;1;1;1;1;1;1
1;3360;1;1;2;1;2;2;1;0;2;3;1.25;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;397;1;1;1;2;2;1;0;1;1;1;1
0;4981;1;1;1;1;6;1;1;0;0;1;0.33;4;1;1;1;1;1;1;0;1;1;1;1;1;1;1;129;1;1;1;2;2;1;1;1;1;1;1
